"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","group"
"UBE2W",368.160915641999,0.444344290267074,0.153667937301507,2.8915875235264,0.00383300812294209,0.0295995279564344,"Stable"
"INF2",2510.35923822464,0.351646823234141,0.121630319578342,2.89111156209407,0.00383881820360312,0.0296231152131732,"Stable"
"GAMT",369.313463745598,-0.376969883078152,0.130391548432026,-2.8910607137599,0.00383943938414111,0.0296231152131732,"Stable"
"LDLRAD3",290.024190821553,0.542609179230277,0.187725986922779,2.89043189025012,0.00384712885756719,0.029656360195965,"Stable"
"ARHGAP10",892.633322743209,0.475513908952024,0.164505778210265,2.89056052696362,0.00384555470552167,0.029656360195965,"Stable"
"FAM78A",17.9648597212352,-1.07619512901477,0.372510101739675,-2.88903609321946,0.00386424717100642,0.0297752378635519,"Stable"
"FAM86C2P",33.1187585650248,-0.849133384822321,0.293949252894558,-2.88870740939394,0.00386828826301547,0.0297932912970178,"Stable"
"FOXRED2",555.76583511891,-0.465627221434565,0.161214834905095,-2.8882405375949,0.00387403494398796,0.0298244594525093,"Stable"
"USP12",844.56099752889,0.527413844027083,0.182618103206676,2.88806988335756,0.00387613744564723,0.0298275576683687,"Stable"
"CTH",49.9854294634108,0.951927663948231,0.329633310589656,2.88783819282524,0.00387899358823668,0.0298364500243808,"Stable"
"MAGED2",3091.35725192087,-0.381060760159925,0.13196099558864,-2.88767721446873,0.00388097915878377,0.0298368027355497,"Stable"
"AL133215.2",9.9888677912702,-1.67097039686864,0.578679267380356,-2.88755877574986,0.00388244061813964,0.0298368027355497,"Down"
"ITPRIPL2",1637.51117903293,0.389492558459078,0.134940147136532,2.88640976554583,0.00389664465371876,0.029932850459499,"Stable"
"ACTN4P1",18.8190033203708,1.07321117823548,0.372066876485274,2.88445773075411,0.00392088390913088,0.0301058679149677,"Stable"
"ZBTB1",772.238098906548,0.29869208317556,0.103557534347799,2.88431049519197,0.00392271773892952,0.0301067728475583,"Stable"
"TM7SF2",103.946130932152,0.840330345456016,0.291389780723986,2.88387033810223,0.00392820457414624,0.0301344867250798,"Stable"
"SHOC2",1266.78090374107,0.274407889533035,0.0951567684944874,2.88374535910109,0.00392976378609191,0.0301344867250798,"Stable"
"HIVEP2",1411.45834639172,-0.349837589695137,0.121340588285174,-2.8831044470705,0.00393776850632175,0.0301826773453102,"Stable"
"DOK5",330.793769684558,-0.953112191371075,0.330613713918909,-2.88285739896696,0.00394085798459648,0.0301931673972687,"Stable"
"ZNF425",123.420805583958,-0.453557229694914,0.157450293433628,-2.88063756379157,0.00396871720821389,0.0303933406451823,"Stable"
"CREB3L2",3001.85577525609,0.551359629805837,0.191420092052296,2.88036445858152,0.00397215704057529,0.0304064115518732,"Stable"
"EXOG",269.462497589076,0.543736124603645,0.188877900086838,2.87877048799069,0.00399228758756144,0.0305471808651397,"Stable"
"SRPK1",698.030422958779,0.249248863666747,0.0866296270796268,2.87717807485938,0.00401249091411841,0.0306883840837871,"Stable"
"ELOC",682.425210991983,0.263073512396872,0.0914494657125913,2.87670912396212,0.00401845827366904,0.0307206319875919,"Stable"
"MTHFD1",745.456908849427,0.299836219351389,0.104238879039877,2.87643365041066,0.00402196740604157,0.0307340671337105,"Stable"
"GTF2E2",539.074760869885,0.297410536502213,0.103405430030665,2.87615975692973,0.00402545916839594,0.0307378068520877,"Stable"
"DCBLD1",652.898924264538,-0.53942925189973,0.187554472732506,-2.87612043605633,0.00402596068088331,0.0307378068520877,"Stable"
"PCMT1",1021.33848526939,0.309756371359417,0.107708247269023,2.87588350208446,0.00402898382232718,0.0307475081177601,"Stable"
"ATP6V1E1",2216.31674791452,0.314075855813452,0.10926955672143,2.8743216796802,0.00404896339845363,0.0308865490547256,"Stable"
"ACTG2",1159.34454420247,1.9273277920395,0.67057144165695,2.87415728185079,0.0040510716767446,0.0308892014639218,"Up"
"GLUD1",2597.10731180281,0.270538913998196,0.0941410726024362,2.87376069253745,0.00405616173784718,0.0309145776240351,"Stable"
"PTGFRN",1274.43354684409,-0.787952241000548,0.274357740362725,-2.87198837531905,0.00407897971473161,0.0310749887516136,"Stable"
"NKD2",157.501978808708,1.37641725326261,0.479379311626173,2.87124875830262,0.00408853643617271,0.0311342759429905,"Up"
"CERS1",6.94955411909231,-1.97299355602784,0.687400528841496,-2.87022408806261,0.00410180995893407,0.031221802919522,"Down"
"PTGFR",1755.10952948153,-0.719311057642381,0.250673654837875,-2.8695119880372,0.00411105748357208,0.0312687662572086,"Stable"
"MARS1",1653.72770876807,-0.357825965742254,0.124700867719541,-2.86947454565452,0.00411154424368084,0.0312687662572086,"Stable"
"LINC02015",40.8636552822368,1.14124120978804,0.397858047704317,2.86846330336442,0.00412471043729791,0.0313553052956637,"Stable"
"PTBP1",3589.23682486959,0.346309293464916,0.120748661819623,2.86801765126176,0.0041305248838066,0.0313859069235109,"Stable"
"AF111167.2",12.0624474921367,-1.45504581381856,0.50782800858704,-2.86523348301921,0.00416701875591242,0.0316494995984777,"Down"
"TANC1",1151.3512771276,-0.473989055742257,0.165442723176396,-2.8649737301343,0.00417043837807373,0.0316601096595471,"Stable"
"SMAD3",4833.1977465564,-0.386519616125427,0.134917789452723,-2.86485286850084,0.00417203037779384,0.0316601096595471,"Stable"
"AL359397.2",30.8989823824061,0.910737744820427,0.317915504438114,2.86471635420887,0.00417382921872514,0.0316601096595471,"Stable"
"B4GALNT4",49.3011899093035,-0.873458831546776,0.305081387936413,-2.86303545901275,0.0041960360215673,0.031814802073638,"Stable"
"GTF3C1",2348.10292984472,-0.213995805845477,0.0747511252287292,-2.86277705105677,0.00419945941439997,0.0318270045035194,"Stable"
"CNKSR3",424.613195432459,-0.706328900807836,0.246837031587405,-2.86151918237489,0.0042161598907984,0.0319397777565017,"Stable"
"RAI14",5051.54773926553,0.534011642629874,0.186761286116677,2.85932729278945,0.00424540518887426,0.0321335781012937,"Stable"
"GLCCI1",216.94369686612,0.580253667940713,0.202928504435553,2.85939951883395,0.00424443858855222,0.0321335781012937,"Stable"
"CYB5R2",219.707356483207,0.432375018698467,0.151249619544853,2.85868500032985,0.00425400976734701,0.0321848216335073,"Stable"
"MEIS2",700.010149628531,-0.823518801317956,0.288137558432178,-2.85807517006429,0.00426219409503565,0.0322237935011616,"Stable"
"GGT5",506.289957519501,2.41796473658076,0.846025699695544,2.85802752499234,0.00426283412460508,0.0322237935011616,"Up"
"PGF",712.23413929618,-1.20261394432016,0.421034350362782,-2.85633213367017,0.00428566559987886,0.032368490292671,"Stable"
"EMID1",5.04163848680076,-2.21202936168988,0.774408571725348,-2.8564112568661,0.00428459760270077,0.032368490292671,"Down"
"ARMCX3",2671.77335723987,-0.303216539958497,0.106191456516974,-2.85537603404121,0.00429859003568131,0.0324382450853566,"Stable"
"ARL8B",2366.39374476783,0.274936358633097,0.0962896490712166,2.85530543817593,0.00429954574150081,0.0324382450853566,"Stable"
"AL928654.1",48.0201759426704,-0.689083950964018,0.241340215753083,-2.85523881220453,0.00430044788079449,0.0324382450853566,"Stable"
"ZFAND2B",348.952058023347,-0.388663062841677,0.136138773703772,-2.85490350961571,0.00430499060277827,0.032458556134828,"Stable"
"SNIP1",398.986892895479,0.365335211408105,0.12799659017167,2.85425737449815,0.0043137567961745,0.0325106799780419,"Stable"
"PGGHG",601.74116950373,0.457170321258405,0.16025219890522,2.85281777336981,0.00433334626821647,0.032644293806723,"Stable"
"SIMC1",233.221661599308,0.419498503081705,0.147058459666987,2.85259687903475,0.00433635923001944,0.0326529711118846,"Stable"
"EVL",863.641715018779,-0.415443485660326,0.145654935821638,-2.85224447298551,0.00434116992176373,0.032675172148153,"Stable"
"CRK",2300.71928861082,0.265683070278273,0.0931679605888331,2.85165703530616,0.00434919978391088,0.0327215738459333,"Stable"
"TP53I13",518.302205018063,0.501809432054667,0.175995474570466,2.8512632684413,0.0043545898368961,0.0327340525656993,"Stable"
"SERINC3",6960.54889635719,0.419782726648767,0.147221460979181,2.85136911328526,0.00435314039160402,0.0327340525656993,"Stable"
"THBS2",14438.6283880903,-0.5567161734814,0.195328782299038,-2.85014920447871,0.00436987245068342,0.0328208099945379,"Stable"
"SFTA1P",8.27398710930979,1.91448793476666,0.671695093995444,2.85023361325853,0.00436871283975966,0.0328208099945379,"Up"
"CHUK",543.116867042682,0.347009014284564,0.121775763938088,2.8495737005681,0.00437778618380161,0.0328661782605046,"Stable"
"IQCH-AS1",141.629879233516,1.00389340767397,0.352449359526084,2.84833375502182,0.00439488079321851,0.0329525351601347,"Stable"
"CGGBP1",2196.91602674441,0.313762360905981,0.110156578645283,2.84833066499218,0.00439492346963324,0.0329525351601347,"Stable"
"ALOX5AP",12.5722487521902,1.70467271358103,0.598473325876355,2.84836874072015,0.00439439763176508,0.0329525351601347,"Up"
"FOXN3",3773.47771435362,0.3997803957414,0.1403886721883,2.84766847288922,0.00440407767800165,0.0330070665786156,"Stable"
"CAMKK2",1160.08960398701,0.279543344616897,0.0981979986037584,2.84673158915276,0.00441705877332079,0.0330902204004754,"Stable"
"RBMS1",3855.50370578723,0.283937735179712,0.0997553016356694,2.84634230486037,0.00442246273485654,0.0331165636718131,"Stable"
"SEC61A2",131.391085631712,-0.452816700357182,0.159131401264779,-2.84555214595101,0.00443344998039399,0.033184675727821,"Stable"
"TMEM87A",749.315194560569,0.401959036582023,0.141316669515545,2.84438515257967,0.00444972240111388,0.0332639026534056,"Stable"
"NSL1",367.652000675122,-0.331069858754229,0.116391234912073,-2.8444569645157,0.00444871950315099,0.0332639026534056,"Stable"
"GLIS3",695.859416083656,0.370801401309794,0.130357125741524,2.84450427393612,0.00444805890985189,0.0332639026534056,"Stable"
"MAP3K3",1404.68124430193,0.49582846218423,0.174329235727015,2.84420716993595,0.00445220892167596,0.033268315813801,"Stable"
"NR2F1-AS1",531.351366435178,-0.467419812722997,0.164366526257414,-2.84376523228927,0.00445838849204961,0.0333003091072842,"Stable"
"VCPIP1",702.674159176437,0.260255894386708,0.0915710574956544,2.84211956817315,0.004481468066438,0.0334584498832573,"Stable"
"FHL1",10396.3385712249,0.508274785098701,0.178953798452072,2.84025703558803,0.00450771965835633,0.033640128203259,"Stable"
"FIGN",170.700182922874,-0.5341524698689,0.188093353818906,-2.83982638952344,0.00451380922423149,0.0336569412831031,"Stable"
"AL080317.2",22.9157399416978,1.10675677636946,0.389715118625166,2.83991234487866,0.00451259317450742,0.0336569412831031,"Stable"
"GOLM1",1979.76779169969,-0.360888838979345,0.127181078974405,-2.83759850041825,0.00454543194143125,0.0338783361989852,"Stable"
"DNM1L",1159.32188588141,0.2694435373622,0.094984478664797,2.83671123061141,0.00455808164938514,0.0339581921607059,"Stable"
"DLL4",68.5075389644924,3.68689758049148,1.30029849403589,2.83542401794838,0.00457648998863701,0.0340808645376215,"Up"
"OTUD4",1522.13589583491,0.390110305493536,0.137595869985811,2.83518906151591,0.00457985734232347,0.0340914709677833,"Stable"
"UTP23",376.09041321728,0.324699855402016,0.114537461508227,2.83487909655387,0.00458430313785995,0.0341100926860699,"Stable"
"POM121L10P",46.2900479121096,1.54226420313135,0.544183009126839,2.83409106360371,0.00459562341889276,0.034179827420294,"Up"
"FAM76A",174.406061917989,0.586320892107833,0.206920965141318,2.83354995810793,0.00460341118185319,0.034223241180345,"Stable"
"CERS6",367.291712612518,0.563622075913638,0.198934135471342,2.8332094669335,0.00460831776395327,0.0342452076105719,"Stable"
"SP110",568.497129953034,0.534736902494927,0.188763379225519,2.83284239076938,0.00461361274864621,0.0342679006076303,"Stable"
"PRKAR1A",7473.04356278454,0.266950981171608,0.0942381590244263,2.83272703897384,0.00461527780768484,0.0342679006076303,"Stable"
"PDLIM7",3655.46979045007,0.589985235967376,0.208296438874119,2.83243073744494,0.0046195573013865,0.0342708603742899,"Stable"
"IMPDH1",848.034794986004,0.436495012712507,0.154106252861619,2.83242895474502,0.00461958305985726,0.0342708603742899,"Stable"
"CALCOCO1",6055.5206897847,0.41956144411953,0.14814755477324,2.83205109096619,0.00462504580082641,0.0342968844359676,"Stable"
"P3H1",1424.3347987304,-0.366440262422147,0.129404274861449,-2.8317477364213,0.00462943560125786,0.0343149335124922,"Stable"
"JAG2",28.9556691943067,-1.15758946918716,0.408888566625013,-2.83106343310591,0.0046393519150076,0.0343465703816673,"Stable"
"IL20RB",45.2754799885879,-0.732037343864665,0.25856471573081,-2.83115715071806,0.00463799270719118,0.0343465703816673,"Stable"
"DGKB",8.40373008498462,-3.25917351492919,1.15122512287651,-2.8310479420269,0.00463957662037911,0.0343465703816673,"Down"
"SLC31A1",1056.79327551054,0.418544993717636,0.147852226580152,2.83083321366648,0.00464269237124797,0.0343551403009471,"Stable"
"UPF1",2262.23735317656,0.240651960005465,0.0850328801028185,2.83010477493503,0.00465327628161748,0.0344189428166015,"Stable"
"CEROX1",9.29377345766583,-1.7844938529573,0.630630279889635,-2.82969896921156,0.00465918193991093,0.0344481024592235,"Down"
"IKBKB",1010.62037067131,0.252949554948699,0.0894037663461877,2.82929417055242,0.00466507970264442,0.034462662477009,"Stable"
"DCAF10",995.304641322681,0.257767420035629,0.0911054617146428,2.82933004437208,0.00466455676187918,0.034462662477009,"Stable"
"BLOC1S5",201.137765048295,-0.345358466752307,0.122074747183641,-2.82907378241605,0.00466829351513197,0.0344718896140532,"Stable"
"ABCB4",33.671883276607,-1.21975973562562,0.431316017795027,-2.82799544951118,0.00468404723423004,0.0345736679531199,"Stable"
"PPP1CA",1046.30534875763,0.363691509738992,0.128641540240367,2.82717004988772,0.00469613827086179,0.0346477801668163,"Stable"
"HMGN1P36",157.947967439415,-0.52383840500937,0.185295680143992,-2.82704056890209,0.00469803756151929,0.0346477801668163,"Stable"
"PSME3",1689.15210914712,0.314756507021967,0.111354328692741,2.82662120742942,0.00470419373572885,0.0346786046610768,"Stable"
"FBXL3",1409.46133027121,0.472859058346247,0.167328129287456,2.82593883263892,0.00471422652303392,0.0347379690662033,"Stable"
"PDK4",914.358640000394,2.54322172428179,0.901220367232083,2.82197541994394,0.00477288352840951,0.0351554330419584,"Up"
"CHRDL1",196.034198925948,1.09751922101734,0.389058187201974,2.82096420823443,0.00478795445642643,0.0352516411825437,"Stable"
"THOC1",343.35767334851,-0.334085758406567,0.118444335694268,-2.82061405847991,0.00479318305847959,0.0352753342118391,"Stable"
"RBMS1P1",193.402683483933,0.464382237703848,0.164664401983552,2.82017383301968,0.00479976404528283,0.035308956048003,"Stable"
"MRTFA",1018.965681247,0.391511474698291,0.13884390150529,2.8197959755789,0.00480541920437484,0.0353357418024965,"Stable"
"PTPN18",392.752832651239,0.477706634084794,0.169433976068615,2.81942645252767,0.00481095545844297,0.0353616311346385,"Stable"
"RABGAP1",2319.47806054295,0.446955408006108,0.158608182869184,2.8179845448122,0.0048326135953627,0.0355006043161067,"Stable"
"ITSN1",1511.06745950069,0.439870227944201,0.156098679906836,2.81789844863985,0.00483390958741401,0.0355006043161067,"Stable"
"DLG4",469.588835057503,-0.31711190797454,0.112563620676647,-2.81717935215928,0.00484474632082884,0.0355504283558938,"Stable"
"COMP",5.61433659671227,2.08098747229283,0.738652562117968,2.81727510201268,0.00484330210987089,0.0355504283558938,"Up"
"SLC44A2",4002.15861460997,0.546045175170796,0.193878707410012,2.81642673641323,0.00485611172382406,0.0356189298471962,"Stable"
"MECP2",1743.00058876013,0.304523939787721,0.108129748267009,2.81628270358817,0.00485828954066159,0.0356200125327654,"Stable"
"G3BP1",2892.4881378978,0.29603137319,0.10514038436612,2.81558199520328,0.00486889705969769,0.0356679744936935,"Stable"
"FAM174A",155.367553867552,0.485797865588113,0.172533558459425,2.81567174482382,0.00486753723592352,0.0356679744936935,"Stable"
"MALSU1",277.374386616147,0.355925148026187,0.126450335662738,2.81474261148261,0.00488163146501067,0.0357314243027168,"Stable"
"KCTD16",75.7290568181256,-0.941002442454213,0.334303434117559,-2.81481536358764,0.00488052654149574,0.0357314243027168,"Stable"
"GM2A",1505.31767728728,0.358144017651993,0.127279533363137,2.8138382361144,0.00489538558057324,0.0358171559679556,"Stable"
"CES3",6.88677747874356,-1.87385468893226,0.666049088206038,-2.81338826538952,0.00490224197334309,0.0358523699134241,"Down"
"TP53I3",619.911293263179,-0.312094337728313,0.11094255060646,-2.81311666283378,0.00490638469824739,0.035867716471146,"Stable"
"SLC7A8",1857.19900247696,0.879930992292305,0.312887582671007,2.81229119027561,0.00491899498858967,0.0359449258953793,"Stable"
"NBAT1",11.6983245166698,-2.18342170936199,0.776468619695511,-2.81198963355172,0.00492360901075103,0.035963663652634,"Down"
"AC009238.1",6.17269166376518,-1.907041438659,0.67846108728994,-2.81083392162774,0.00494132845811339,0.0360630648076537,"Down"
"AC009237.6",6.17269166376518,-1.907041438659,0.67846108728994,-2.81083392162774,0.00494132845811339,0.0360630648076537,"Down"
"C12orf76",101.667387093869,0.507320027808138,0.180525638189086,2.8102381074358,0.00495048603182429,0.0361148762695872,"Stable"
"IRF2",680.700430287128,0.337512774000929,0.120113502302432,2.80994865299248,0.00495494043992357,0.0361323483035989,"Stable"
"NVL",245.217899092908,-0.372456385619727,0.132560368174374,-2.80971146013857,0.00495859329739413,0.0361439631918488,"Stable"
"KLF10",685.035064007327,-0.608132188905163,0.216615605403159,-2.8074255673931,0.00499392192176479,0.0363863621749847,"Stable"
"SPEG",1209.87169154437,-0.512826510304351,0.182709818667816,-2.80678134346309,0.00500391947358111,0.0364398468497913,"Stable"
"RCAN1",2858.86427622946,1.1479530378313,0.409006726598175,2.8066849838367,0.0050054164096892,0.0364398468497913,"Stable"
"MTERF4",391.461097035216,-0.334662723684883,0.119246855127783,-2.80647001823456,0.00500875733581328,0.0364490449841742,"Stable"
"SLC16A4",328.112973694795,-0.942662934142038,0.335910328441184,-2.80629338941894,0.00501150395279591,0.0364539124592887,"Stable"
"MPV17L2",125.615099896319,0.46780954710805,0.166728926330686,2.80580915023832,0.00501904096473963,0.0364936070146526,"Stable"
"PDS5A",2490.60743173799,0.239573329142778,0.0854271293718882,2.80441741287885,0.00504075995673768,0.0366363435960905,"Stable"
"PRR34-AS1",12.5659603082952,1.33780634549342,0.477108758021828,2.80398614152501,0.00504750745885819,0.0366701939402348,"Stable"
"PDGFRA",16359.0922612186,0.596723844618698,0.21285211304896,2.8034668581441,0.0050556427971862,0.0367074534040495,"Stable"
"DDT",262.546020554163,0.404344976770542,0.144234203708566,2.80339175018115,0.00505682045469295,0.0367074534040495,"Stable"
"MRNIP",628.399122213506,-0.388387814988703,0.138560221156574,-2.80302536865773,0.00506256870075786,0.036733981743092,"Stable"
"MTURN",1295.28797136992,0.452385586346499,0.161413504615829,2.80265017120591,0.0050684613832811,0.0367615357460384,"Stable"
"ZFAND5",5462.62227143282,0.795133853922748,0.283767258597758,2.80206341581449,0.00507768913071052,0.0367872242651342,"Stable"
"RBL2",2340.93354739853,0.336148611770554,0.119966313067427,2.80202502832293,0.00507829336962981,0.0367872242651342,"Stable"
"KLRA1P",53.9307509559569,-0.679860551977006,0.242609887810437,-2.80227882759755,0.00507429964355174,0.0367872242651342,"Stable"
"TMEM109",2133.85785624649,0.344229064837834,0.122864734185259,2.80169136506491,0.00508354813984676,0.036810091668845,"Stable"
"CDC25B",2551.34244244318,-0.574893430212576,0.205210035517452,-2.80148789391776,0.00508675496258208,0.036818117086841,"Stable"
"RNF14",887.577655925739,0.315716332849158,0.112736245922891,2.8004864829817,0.00510256443908759,0.0369173167355843,"Stable"
"ASB5",19.1565027653914,1.93568541618887,0.691431176039419,2.79953447756964,0.00511763510621978,0.0370110914833578,"Up"
"ABCC3",411.651607456225,0.802351221641132,0.286625595484325,2.79930067056768,0.00512134252275734,0.0370226430003204,"Stable"
"HEBP1",1388.29904496131,0.393441741845226,0.140587302150334,2.79855816156503,0.00513313239480263,0.0370773190065097,"Stable"
"DOT1L",299.176920899972,0.355759814919519,0.127117843464984,2.79866150354823,0.00513149001897865,0.0370773190065097,"Stable"
"ZDHHC14",216.749504008785,-0.544797990504055,0.194691389538366,-2.79826443170307,0.00513780312905789,0.0370957843207081,"Stable"
"TAF5L",321.100629200601,0.428077300562973,0.152990289606296,2.79806843731444,0.00514092186255821,0.0371030333519472,"Stable"
"ZNF441",190.396819082777,-0.369646681930775,0.132120959121025,-2.79778987671572,0.00514535736327669,0.0371101916313296,"Stable"
"FUT4",160.211707409797,0.560104509113014,0.200198878208762,2.79774049747148,0.00514614398626531,0.0371101916313296,"Stable"
"GGA2",1205.27097545407,-0.415179130931562,0.148437018065749,-2.79700533156534,0.00515786821328097,0.0371794567797923,"Stable"
"PRRT1",122.117414821031,-0.553505825301969,0.197918722929343,-2.79663195633882,0.00516383193840497,0.0372071586691233,"Stable"
"SAMD13",10.8169720069886,-1.42419970469948,0.509283507914798,-2.79647717345237,0.00516630603010631,0.0372097041454086,"Down"
"AC016405.3",4.61903960754102,-2.35396882045869,0.841913688300954,-2.79597404480877,0.00517435557681844,0.0372523876057774,"Down"
"NFKBIZ",379.653758276819,0.546811347740626,0.195625372658263,2.79519645284381,0.00518681855242146,0.0373267971707279,"Stable"
"MLF1",153.835528241061,-0.743087350093781,0.265924389624649,-2.79435576083354,0.00520032338349428,0.0374086403294003,"Stable"
"SLC36A4",449.20010548557,0.3236234387445,0.115830555570956,2.79393841417132,0.00520703941160061,0.0374416010149724,"Stable"
"SEC1P",6.08043238702011,-2.51857811531445,0.901645727539804,-2.79331231589878,0.00521712941087111,0.0374960275673661,"Down"
"HABP4",1043.77971807659,0.574284976903511,0.205600827566925,2.79320362519735,0.00521888283382776,0.0374960275673661,"Stable"
"C9orf106",29.403433464675,-1.13836434165701,0.407614233130165,-2.79274924458658,0.00522621877135844,0.0375180066871865,"Stable"
"ADIPOR1",1625.61723190617,0.354783409666885,0.127037040566228,2.79275562533218,0.00522611569028494,0.0375180066871865,"Stable"
"LRRC42",570.366210262126,0.278343351903852,0.0996724225110093,2.79258138702415,0.00522893117352171,0.0375221257421016,"Stable"
"CCNDBP1",983.401650754672,0.42102579842539,0.150843970072195,2.79113442999335,0.00525236526775017,0.0376748767876847,"Stable"
"PINK1",983.593280994762,0.3215002799972,0.115238771508274,2.7898620905909,0.00527304970034804,0.0377918917398698,"Stable"
"NUDT4",3053.39180660207,0.785227924423772,0.281470564032287,2.78973372268405,0.00527514065950077,0.0377918917398698,"Stable"
"GSPT1",2363.34789163507,0.231764414762461,0.083073930237168,2.78985734875907,0.00527312692577932,0.0377918917398698,"Stable"
"NEU1",945.273798205818,-0.403659869357629,0.144716092184489,-2.78932261965055,0.00528184207557949,0.0378244568228744,"Stable"
"PIGCP1",139.958398580085,0.42010787874762,0.150625659957141,2.78908572992913,0.00528570712095191,0.0378366917328035,"Stable"
"ZNF10",148.916382486118,-0.639229562092539,0.22922649490705,-2.78863733597525,0.00529303002213903,0.0378736589471571,"Stable"
"ASAP1",3791.87539578586,0.29077319546348,0.104288973179985,2.78814899214373,0.00530101578430266,0.0379153371119406,"Stable"
"FAH",374.69432480477,-0.400284567544174,0.143605774974839,-2.78738489182839,0.0053135327581882,0.0379893774418957,"Stable"
"DPY19L2P2",48.0433857467709,-0.78894990976217,0.283172317539569,-2.78611241599181,0.00533443684817768,0.0381231502059214,"Stable"
"DHX33",485.21108266812,0.370383611228784,0.132945459444711,2.78598165575424,0.0053365891653316,0.0381231502059214,"Stable"
"PMS2",301.670916283162,-0.309934071874787,0.111262787812014,-2.78560404578789,0.00534280903909761,0.0381520490805729,"Stable"
"GLE1",598.017160758299,0.315871327240008,0.113404859680442,2.78534207555203,0.00534712797682048,0.038167355717378,"Stable"
"CACNA2D3",110.098914277605,-0.910374915288167,0.326876469174648,-2.78507326509868,0.00535156296203134,0.0381770219682028,"Stable"
"AC073343.1",24.9530829054248,-0.941573172218773,0.338087769287532,-2.78499625763746,0.0053528340861658,0.0381770219682028,"Stable"
"PTPRE",80.1551187142712,1.34930595206831,0.484517569572085,2.78484421784744,0.00535534453247965,0.0381794066730417,"Stable"
"AGTR1",117.655619607632,1.22655997161011,0.440562779857935,2.78407534110266,0.00536805634090489,0.0382544876121756,"Stable"
"SPATA13",461.557316350283,-0.534262502318657,0.1919128715105,-2.78388050844951,0.00537128182522681,0.0382619324496973,"Stable"
"SH3PXD2B",3894.44849648275,0.650255860002832,0.233629680459293,2.78327590366297,0.00538130229456507,0.0383177551778183,"Stable"
"ANKRD1",5.28544698706342,3.85808414888211,1.38707456931464,2.78145402866726,0.00541159944443637,0.0385178548692235,"Up"
"DPF3",109.422630793435,-0.950726755912994,0.341886820621498,-2.78082306356448,0.00542212802490861,0.0385771436322067,"Stable"
"TECPR2",1352.72768180676,0.2577153183033,0.0926920988700423,2.78033749850272,0.00543024297988218,0.0386192189225914,"Stable"
"DCTN6",236.164430267624,0.345280173973377,0.124194924805878,2.78014721223968,0.00543342610821628,0.0386261997847061,"Stable"
"ADAMTSL4",3069.31985307457,0.885144421050061,0.318404523140032,2.77993670542419,0.00543694945047198,0.0386355925915476,"Stable"
"FILIP1L",2125.29109406415,-0.630610919903829,0.226968254690835,-2.77841022641169,0.00546256054881704,0.0388018724004028,"Stable"
"MNS1",72.5897457836128,-0.641049205141252,0.230820026953112,-2.77726856548489,0.00548178633852458,0.0389226796072091,"Stable"
"STOML1",297.309034141842,-0.344618341531869,0.124099790993569,-2.77694538220236,0.00548723988815464,0.038930899827264,"Stable"
"CFL1P1",12.4749302139034,-1.29782187878215,0.467357340986187,-2.77693697084884,0.00548738189072806,0.038930899827264,"Stable"
"ADAM17",1023.90879084133,0.494820179117163,0.17823551514363,2.77621538400141,0.00549957625499921,0.039001643247357,"Stable"
"TRIM16",152.249300556548,-0.619676331479918,0.223224934972411,-2.77601752490825,0.00550292421933633,0.0390096183548509,"Stable"
"NEBL",7.62059033670824,3.30695575841554,1.19158626201903,2.77525502250439,0.00551584369751507,0.0390854110149038,"Up"
"TRIM38",1077.1044954074,0.253528123945557,0.0913639198887417,2.77492607863466,0.00552142561316058,0.0391091693108205,"Stable"
"MOAP1",340.206707045464,0.376800380402739,0.135813480014825,2.77439603463226,0.00553043076430212,0.0391571459885717,"Stable"
"SMG5",2477.69485163434,0.318663519673735,0.114864512621596,2.77425561995397,0.00553281855080455,0.0391582498886107,"Stable"
"STT3B",3864.98768282774,0.337155367697335,0.121541947680906,2.7739835845193,0.00553744722842698,0.0391752062994965,"Stable"
"NAGK",1252.15544522023,-0.360965888059386,0.130134539920737,-2.77379001976911,0.00554074285643831,0.0391827220540952,"Stable"
"USP9X",5346.15458387257,0.420058311857966,0.151464518819915,2.77331163186408,0.00554889546984846,0.0392245652773937,"Stable"
"ATG16L2",226.419180825112,-0.497826980741674,0.179550301500183,-2.7726323853662,0.0055604896816168,0.0392906933000269,"Stable"
"ZDHHC8",1098.59343566963,0.303192958042967,0.109409371302346,2.77117905380438,0.00558537038168242,0.039424793020332,"Stable"
"ZC4H2",184.470141816238,-0.404782218969805,0.146092453047438,-2.77072641691059,0.0055931399097026,0.039424793020332,"Stable"
"YOD1",221.085633805365,0.443823529688506,0.160185168926474,2.77069052436573,0.00559375642357348,0.039424793020332,"Stable"
"RUNX1T1",920.992237686084,-0.374090203981613,0.135007517372962,-2.77088425341664,0.00559042953395625,0.039424793020332,"Stable"
"RSAD2",5.49939161916538,-3.61274600057121,1.30363728179799,-2.77128159114049,0.0055836116781871,0.039424793020332,"Down"
"MYOZ2",18.9319244797179,2.17942783193053,0.786624772119979,2.77060665920411,0.00559519718555867,0.039424793020332,"Up"
"MARCHF2",432.280006313496,0.484912344249642,0.175013353301927,2.77071626307901,0.00559331431234875,0.039424793020332,"Stable"
"KIF11",155.158300437263,-0.583060176811046,0.210499588589207,-2.7698874887062,0.00560756593181163,0.0394802344597251,"Stable"
